"LeftTag","RightTag","DataType","Month","Day","Year","Ranch","Part","Recapture","Sex","EstAge","KnownAgeAdj","AdjWt","geometry.x","Ges","TrdTri","Apr","Fawn","FstMon","Sept","Lac","PGes","PTrdTri","PApr","PFawn","PFstMon","PSept","PLac","ranch","MassKg"
6940,"6941","Capture",11,11,2017,"SAV","E","NO","M",1.5,1.5,119,"c(527843.7456",169.451085137203,115.873191233724,53.3286959435791,126.448230817681,86.1131465658546,23.7864792989567,142.884572151117,209.807300542481,196.894289165735,12.913011376746,97.6277351663448,19.6900811009109,30.5504846768454,145.871607798617,"SAV-N",53.977448
6942,"6943","Capture",11,11,2017,"SAV","E","NO","M",1.5,1.5,94,"c(527242.0385",169.451085137203,115.873191233724,53.3286959435791,126.448230817681,86.1131465658546,23.7864792989567,142.884572151117,209.807300542481,196.894289165735,12.913011376746,97.6277351663448,19.6900811009109,30.5504846768454,145.871607798617,"SAV-N",42.637648
6973,"6974","Capture",11,11,2017,"SAV","E","NO","F",1.5,1.5,72,"c(526372.4046",174.726032931241,124.956895191106,49.4884814918042,121.24345208297,71.9607785042609,23.037421117755,131.860067524351,204.689009148628,192.210640061647,12.4783690869809,105.971994308755,20.0439650695771,43.2535987565498,164.043507746814,"SAV-N",32.658624
6988,"6989","Capture",11,11,2017,"SAV","E","NO","F",1.5,1.5,72,"c(529127.1795",169.451085137203,115.873191233724,53.3286959435791,126.448230817681,86.1131465658546,23.7864792989567,142.884572151117,209.807300542481,196.894289165735,12.913011376746,97.6277351663448,19.6900811009109,30.5504846768454,145.871607798617,"SAV-N",32.658624
6994,"6995","Capture",11,11,2017,"SAV","E","NO","F",1.5,1.5,84,"c(529628.0988",169.451085137203,115.873191233724,53.3286959435791,126.448230817681,86.1131465658546,23.7864792989567,142.884572151117,209.807300542481,196.894289165735,12.913011376746,97.6277351663448,19.6900811009109,30.5504846768454,145.871607798617,"SAV-N",38.101728
6996,"6997","Capture",11,11,2017,"SAV","E","NO","F",1.5,1.5,86,"c(526264.3326",174.726032931241,124.956895191106,49.4884814918042,121.24345208297,71.9607785042609,23.037421117755,131.860067524351,204.689009148628,192.210640061647,12.4783690869809,105.971994308755,20.0439650695771,43.2535987565498,164.043507746814,"SAV-N",39.008912
7004,"7005","Capture",11,12,2017,"SAV","S","NO","F",1.5,1.5,83,"c(521753.6239",167.732105701114,120.771953730727,46.3748872280121,92.5367829264141,50.1396475047804,35.4547360092402,150.855853857473,153.434219188988,140.453444249928,12.9807749390602,142.897266534157,7.98999477084726,48.2239765282721,210.768174697412,"SAV-S",37.648136
7032,"7033","Capture",11,12,2017,"SAV","S","NO","F",1.5,1.5,68.6,"c(521460.6005",155.394965897722,115.679670709593,39.2744232341648,97.9454184980714,59.9184081173735,31.435475116712,164.79829669276,157.739334934318,146.375781969095,11.3635529652238,154.876523416955,25.7504421179183,44.9631599485875,216.165555471234,"SAV-S",31.1164112
7040,"7041","Capture",11,12,2017,"SAV","S","NO","F",1.5,1.5,75.8,"c(521378.8223",155.394965897722,115.679670709593,39.2744232341648,97.9454184980714,59.9184081173735,31.435475116712,164.79829669276,157.739334934318,146.375781969095,11.3635529652238,154.876523416955,25.7504421179183,44.9631599485875,216.165555471234,"SAV-S",34.3822736
7056,"7057","Capture",11,12,2017,"SAV","S","NO","M",1.5,1.5,55.8,"c(523893.4116",156.929289377062,119.294474852504,37.2866479097866,99.2591167463688,60.195644915686,33.2217676113278,165.921205249101,159.4382273723,148.289841299933,11.1483860723674,105.279392595403,9.93509116116911,40.3008319921792,182.334094159189,"SAV-S",25.3104336
7058,"7059","Capture",11,12,2017,"SAV","S","NO","M",1.5,1.5,81.2,"c(525606.7288",156.929289377062,119.294474852504,37.2866479097866,99.2591167463688,60.195644915686,33.2217676113278,165.921205249101,159.4382273723,148.289841299933,11.1483860723674,105.279392595403,9.93509116116911,40.3008319921792,182.334094159189,"SAV-S",36.8316704
7068,"7069","Capture",11,12,2017,"SAV","S","NO","M",1.5,1.5,87.6,"c(525559.5383",156.929289377062,119.294474852504,37.2866479097866,99.2591167463688,60.195644915686,33.2217676113278,165.921205249101,159.4382273723,148.289841299933,11.1483860723674,105.279392595403,9.93509116116911,40.3008319921792,182.334094159189,"SAV-S",39.7346592
7084,"7085","Capture",11,12,2017,"SAV","S","NO","F",1.5,1.5,81.8,"c(525517.0897",156.929289377062,119.294474852504,37.2866479097866,99.2591167463688,60.195644915686,33.2217676113278,165.921205249101,159.4382273723,148.289841299933,11.1483860723674,105.279392595403,9.93509116116911,40.3008319921792,182.334094159189,"SAV-S",37.1038256
7121,"7122","Capture",10,20,2018,"SAV","N","NO","F",1.5,1.5,100,"c(521477.8493",220.651337541407,184.677600219613,23.7964702472091,166.155932918422,5.36191474180487,296.420311895199,359.594968241628,150.17880086926,85.6840319912808,64.4400693490171,63.7235207958074,44.4917301759124,13.5407601594925,89.3932005688548,"SAV-N",45.3592
7274,"7275","Capture",10,21,2018,"SAV","E","NO","M",1.5,1.5,115,"c(524852.1086",303.439094392117,241.722634683829,26.8842224646359,244.483436558395,6.53805948793888,267.372747850139,317.722889425699,174.726032931241,124.956895191106,49.4884814918042,121.24345208297,71.9607785042609,23.037421117755,131.860067524351,"SAV-N",52.16308
7290,"7291","Capture",10,21,2018,"SAV","E","NO","M",1.5,1.5,88,"c(527842.6168",311.658957619103,252.735352646443,23.4975071027875,255.287951415754,5.51073938095942,286.488204631489,340.413978572702,169.451085137203,115.873191233724,53.3286959435791,126.448230817681,86.1131465658546,23.7864792989567,142.884572151117,"SAV-N",39.916096
7303,"7302","Capture",10,21,2018,"SAV","E","NO","M",1.5,1.5,76,"c(529507.1868",311.658957619103,252.735352646443,23.4975071027875,255.287951415754,5.51073938095942,286.488204631489,340.413978572702,169.451085137203,115.873191233724,53.3286959435791,126.448230817681,86.1131465658546,23.7864792989567,142.884572151117,"SAV-N",34.472992
7321,"7322","Capture",10,21,2018,"SAV","E","NO","M",1.5,1.5,95,"c(526219.0771",303.439094392117,241.722634683829,26.8842224646359,244.483436558395,6.53805948793888,267.372747850139,317.722889425699,174.726032931241,124.956895191106,49.4884814918042,121.24345208297,71.9607785042609,23.037421117755,131.860067524351,"SAV-N",43.09124
7332,"7333","Capture",10,21,2018,"SAV","E","NO","M",1.5,1.5,96,"c(525975.1818",303.439094392117,241.722634683829,26.8842224646359,244.483436558395,6.53805948793888,267.372747850139,317.722889425699,174.726032931241,124.956895191106,49.4884814918042,121.24345208297,71.9607785042609,23.037421117755,131.860067524351,"SAV-N",43.544832
7334,"6965","Capture",10,21,2018,"SAV","E","YES","F",1.5,1.5,81,"c(525423.36",303.439094392117,241.722634683829,26.8842224646359,244.483436558395,6.53805948793888,267.372747850139,317.722889425699,174.726032931241,124.956895191106,49.4884814918042,121.24345208297,71.9607785042609,23.037421117755,131.860067524351,"SAV-N",36.740952
7335,"2879","Capture",10,27,2018,"SAV","S","NO","M",1.5,1.5,106,"c(528479.0061",263.116305590141,226.086005725432,21.7693822011351,222.246339053381,0.945590525865554,181.418429183774,225.751826169901,173.637313989777,129.53418535972,44.003514240816,109.162637859583,56.1630156040192,32.3827575985342,164.552621649578,"SAV-S",48.080752
7373,"2919","Capture",10,28,2018,"SAV","W","NO","M",1.5,1.5,92,"c(511606.8894",197.550956438004,146.108883139968,39.44401402527,131.612767455459,5.63272535800934,259.031998753548,311.061276409775,143.539391981438,109.775552019477,33.7638399619609,72.3714563641698,39.7382369432599,23.372776478529,98.0317242462189,"SAV-N",41.730464
7382,"2979","Capture",10,28,2018,"SAV","W","NO","M",1.5,1.5,88,"c(512038.7306",197.550956438004,146.108883139968,39.44401402527,131.612767455459,5.63272535800934,259.031998753548,311.061276409775,143.539391981438,109.775552019477,33.7638399619609,72.3714563641698,39.7382369432599,23.372776478529,98.0317242462189,"SAV-N",39.916096
7390,"2987","Capture",10,28,2018,"SAV","W","NO","M",1.5,1.5,93,"c(512564.6695",197.550956438004,146.108883139968,39.44401402527,131.612767455459,5.63272535800934,259.031998753548,311.061276409775,143.539391981438,109.775552019477,33.7638399619609,72.3714563641698,39.7382369432599,23.372776478529,98.0317242462189,"SAV-N",42.184056
7392,"2989","Capture",10,28,2018,"SAV","W","NO","F",1.5,1.5,85,"c(513032.4065",204.557262445451,153.237953777076,37.7889846861363,137.483119416633,4.27498823404311,264.007644441066,317.386293914256,146.963342287578,112.203541130759,34.7598011568189,76.6177959968336,40.2154692630284,20.3330297991633,95.0510217691772,"SAV-N",38.55532
7416,"2937","Capture",10,28,2018,"SAV","W","NO","M",1.5,1.5,97.5,"c(510827.042",202.904133668577,141.403156867658,44.9270365238189,133.700179810578,5.83108784491196,228.605994079262,273.277312475722,156.27685787715,127.560675764456,28.5421675145626,72.8104413561523,32.6280062310398,27.6299109846005,97.4698403790245,"SAV-N",44.22522
7417,"2938","Capture",10,28,2018,"SAV","W","NO","F",1.5,1.5,84,"c(513658.6887",215.72116227026,155.085155695182,41.260579328984,146.302955645107,4.47793880430982,231.709145947767,277.341478525603,159.330668181181,129.792120963335,29.3890282213688,81.0163697637617,34.0783210732043,25.4157519116998,98.7136507090181,"SAV-N",38.101728
7421,"2941","Capture",10,28,2018,"SAV","W","NO","M",1.5,1.5,108,"c(514960.9882",215.72116227026,155.085155695182,41.260579328984,146.302955645107,4.47793880430982,231.709145947767,277.341478525603,159.330668181181,129.792120963335,29.3890282213688,81.0163697637617,34.0783210732043,25.4157519116998,98.7136507090181,"SAV-N",48.987936
8252,"8253","Capture",11,7,2020,"SAV","N","NO","F",1.5,1.5,73,"c(522790.9031",386.176234975457,316.126629054546,70.0496059209108,231.914810504764,163.686850003898,109.354417076422,299.257530968724,107.044014734325,83.4738696041677,21.8436799049377,101.151296246795,97.8017183421161,53.8210168201476,168.885963221079,"SAV-N",33.112216
8264,"8265","Capture",11,7,2020,"SAV","N","NO","M",1.5,1.5,102,"c(524518.9879",367.942173277319,311.057733242691,56.8844400346279,238.457620991976,174.249886679114,119.254168583401,322.685230864999,115.114054638067,83.7970848857549,26.6226876974106,76.5719222282351,74.1126059232047,57.594263967243,150.552376796957,"SAV-N",46.266384
8276,"8277","Capture",11,7,2020,"SAV","N","NO","F",1.5,1.5,71,"c(520868.2332",386.176234975457,316.126629054546,70.0496059209108,231.914810504764,163.686850003898,109.354417076422,299.257530968724,107.044014734325,83.4738696041677,21.8436799049377,101.151296246795,97.8017183421161,53.8210168201476,168.885963221079,"SAV-N",32.205032
8332,"8331","Capture",11,7,2020,"SAV","N","NO","M",1.5,1.5,100,"c(521795.4241",386.176234975457,316.126629054546,70.0496059209108,231.914810504764,163.686850003898,109.354417076422,299.257530968724,107.044014734325,83.4738696041677,21.8436799049377,101.151296246795,97.8017183421161,53.8210168201476,168.885963221079,"SAV-N",45.3592
8339,"8340","Capture",11,7,2020,"SAV","N","NO","F",1.5,1.5,100,"c(521449.9406",386.176234975457,316.126629054546,70.0496059209108,231.914810504764,163.686850003898,109.354417076422,299.257530968724,107.044014734325,83.4738696041677,21.8436799049377,101.151296246795,97.8017183421161,53.8210168201476,168.885963221079,"SAV-N",45.3592
8654,"8655","Capture",10,16,2021,"SAV","E","NO","M",1.5,1.5,85,"c(527406.3639",399.543847399298,384.751097732922,10.630939804716,152.88851750805,30.8034651279449,16.9761825319147,56.4470113510033,410.928945398657,355.767570108874,55.1613752897829,209.451076997328,160.209063722636,138.981551427569,328.058319064847,"SAV-N",38.55532
8656,"8657","Capture",10,16,2021,"SAV","E","NO","M",1.5,1.5,111,"c(528018.2636",399.543847399298,384.751097732922,10.630939804716,152.88851750805,30.8034651279449,16.9761825319147,56.4470113510033,410.928945398657,355.767570108874,55.1613752897829,209.451076997328,160.209063722636,138.981551427569,328.058319064847,"SAV-N",50.348712
8659,"8658","Capture",10,16,2021,"SAV","E","NO","M",1.5,1.5,85,"c(525898.4332",340.126047991216,324.377987622283,11.0357127422467,143.367271869443,31.6846553087235,16.7457014592364,55.107237135735,432.094591984525,372.253268348053,59.8413236364722,228.202301259153,153.525964066386,139.062853358555,314.779482203405,"SAV-N",38.55532
8662,"8663","Capture",10,16,2021,"SAV","E","NO","M",1.5,1.5,107,"c(528801.1985",399.543847399298,384.751097732922,10.630939804716,152.88851750805,30.8034651279449,16.9761825319147,56.4470113510033,410.928945398657,355.767570108874,55.1613752897829,209.451076997328,160.209063722636,138.981551427569,328.058319064847,"SAV-N",48.534344
8682,"8683","Capture",10,17,2021,"SAV","C","NO","M",1.5,1.5,88,"c(519562.5512",315.011859777384,296.989060628228,9.38178719580174,139.2252530111,31.6741167083383,16.6784715019167,54.1366057218111,434.40890391171,374.911573480815,59.4973304308951,240.048022459261,150.587313587777,140.162449508411,307.842892075394,"SAV-N",39.916096
8686,"8687","Capture",10,17,2021,"SAV","C","NO","F",1.5,1.5,76,"c(520034.711",315.011859777384,296.989060628228,9.38178719580174,139.2252530111,31.6741167083383,16.6784715019167,54.1366057218111,434.40890391171,374.911573480815,59.4973304308951,240.048022459261,150.587313587777,140.162449508411,307.842892075394,"SAV-N",34.472992
8707,"8708","Capture",10,17,2021,"SAV","C","NO","M",1.5,1.5,53.5,"c(519279.595",317.445191716543,294.716828664532,7.41689445078373,131.789387795492,25.1806251086527,16.5950613152236,47.0553740240866,406.49871748127,351.956152093597,54.5425653876737,230.926961183548,157.039253056049,148.994801938534,322.736329376698,"SAV-N",24.267172
8711,"8712","Capture",10,17,2021,"SAV","C","NO","M",1.5,1.5,93,"c(519024.9646",317.445191716543,294.716828664532,7.41689445078373,131.789387795492,25.1806251086527,16.5950613152236,47.0553740240866,406.49871748127,351.956152093597,54.5425653876737,230.926961183548,157.039253056049,148.994801938534,322.736329376698,"SAV-N",42.184056
8730,"8731","Capture",10,17,2021,"SAV","C","NO","M",1.5,1.5,97,"c(518608.779",319.811757557094,284.678299002349,10.0853022933006,138.741234688554,35.2442251802422,15.5600503440946,55.8926409897395,410.165588800795,339.903997217305,70.2615915834903,200.297510042787,134.185123771429,146.132258120924,297.312937159091,"SAV-N",43.998424
8928,"10343","Capture",11,13,2021,"SAV","N","YES","F",1.5,1.5,61,"c(522131.1363",322.581788970681,289.852704369056,11.6439784672111,133.441711333173,34.1369294468313,17.1392655298114,75.0356728413317,386.176234975457,316.126629054546,70.0496059209108,231.914810504764,163.686850003898,109.354417076422,299.257530968724,"SAV-N",27.669112
8940,"8941","Capture",10,16,2021,"SAV","E","NO","F",1.5,1.5,74,"c(526219.5939",340.126047991216,324.377987622283,11.0357127422467,143.367271869443,31.6846553087235,16.7457014592364,55.107237135735,432.094591984525,372.253268348053,59.8413236364722,228.202301259153,153.525964066386,139.062853358555,314.779482203405,"SAV-N",33.565808
8942,"8943","Capture",10,16,2021,"SAV","E","NO","M",1.5,1.5,98,"c(526170.8143",340.126047991216,324.377987622283,11.0357127422467,143.367271869443,31.6846553087235,16.7457014592364,55.107237135735,432.094591984525,372.253268348053,59.8413236364722,228.202301259153,153.525964066386,139.062853358555,314.779482203405,"SAV-N",44.452016
8944,"8945","Capture",10,16,2021,"SAV","E","NO","F",1.5,1.5,71,"c(526783.9526",399.543847399298,384.751097732922,10.630939804716,152.88851750805,30.8034651279449,16.9761825319147,56.4470113510033,410.928945398657,355.767570108874,55.1613752897829,209.451076997328,160.209063722636,138.981551427569,328.058319064847,"SAV-N",32.205032
8948,"9075","Capture",10,16,2021,"SAV","E","NO","M",1.5,1.5,63,"c(527392.2273",399.543847399298,384.751097732922,10.630939804716,152.88851750805,30.8034651279449,16.9761825319147,56.4470113510033,410.928945398657,355.767570108874,55.1613752897829,209.451076997328,160.209063722636,138.981551427569,328.058319064847,"SAV-N",28.576296
8953,"8954","Capture",10,16,2021,"SAV","E","NO","M",1.5,1.5,54,"c(526906.9412",399.543847399298,384.751097732922,10.630939804716,152.88851750805,30.8034651279449,16.9761825319147,56.4470113510033,410.928945398657,355.767570108874,55.1613752897829,209.451076997328,160.209063722636,138.981551427569,328.058319064847,"SAV-N",24.493968
8959,"8960","Capture",10,16,2021,"SAV","E","NO","F",1.5,1.5,72,"c(526975.7044",399.543847399298,384.751097732922,10.630939804716,152.88851750805,30.8034651279449,16.9761825319147,56.4470113510033,410.928945398657,355.767570108874,55.1613752897829,209.451076997328,160.209063722636,138.981551427569,328.058319064847,"SAV-N",32.658624
8964,"8965","Capture",10,16,2021,"SAV","E","NO","F",1.5,1.5,106,"c(527553.753",399.543847399298,384.751097732922,10.630939804716,152.88851750805,30.8034651279449,16.9761825319147,56.4470113510033,410.928945398657,355.767570108874,55.1613752897829,209.451076997328,160.209063722636,138.981551427569,328.058319064847,"SAV-N",48.080752
8984,"8999","Capture",10,17,2021,"SAV","C","NO","M",1.5,1.5,81,"c(519675.0216",315.011859777384,296.989060628228,9.38178719580174,139.2252530111,31.6741167083383,16.6784715019167,54.1366057218111,434.40890391171,374.911573480815,59.4973304308951,240.048022459261,150.587313587777,140.162449508411,307.842892075394,"SAV-N",36.740952
8985,"8986","Capture",10,17,2021,"SAV","C","NO","M",1.5,1.5,94,"c(519563.2837",315.011859777384,296.989060628228,9.38178719580174,139.2252530111,31.6741167083383,16.6784715019167,54.1366057218111,434.40890391171,374.911573480815,59.4973304308951,240.048022459261,150.587313587777,140.162449508411,307.842892075394,"SAV-N",42.637648
8989,"8990","Capture",10,17,2021,"SAV","C","NO","F",1.5,1.5,61.5,"c(519535.8827",315.011859777384,296.989060628228,9.38178719580174,139.2252530111,31.6741167083383,16.6784715019167,54.1366057218111,434.40890391171,374.911573480815,59.4973304308951,240.048022459261,150.587313587777,140.162449508411,307.842892075394,"SAV-N",27.895908
8991,"8992","Capture",10,17,2021,"SAV","C","NO","F",1.5,1.5,52,"c(517970.7885",317.445191716543,294.716828664532,7.41689445078373,131.789387795492,25.1806251086527,16.5950613152236,47.0553740240866,406.49871748127,351.956152093597,54.5425653876737,230.926961183548,157.039253056049,148.994801938534,322.736329376698,"SAV-N",23.586784
8993,"8994","Capture",10,17,2021,"SAV","C","NO","M",1.5,1.5,51,"c(518538.8507",317.445191716543,294.716828664532,7.41689445078373,131.789387795492,25.1806251086527,16.5950613152236,47.0553740240866,406.49871748127,351.956152093597,54.5425653876737,230.926961183548,157.039253056049,148.994801938534,322.736329376698,"SAV-N",23.133192
9077,"9078","Capture",11,15,2020,"SAV","W","NO","F",1.5,1.5,97,"c(511793.8009",449.445385693223,354.507224241621,94.9381614516024,215.027890721103,130.510111598065,111.27325024968,280.681481289445,113.915539373294,91.8744996382156,27.8866720497608,69.0399952025618,58.280295667937,45.3186140267644,113.311185959727,"SAV-N",43.998424
9105,"9106","Capture",11,15,2020,"SAV","W","NO","F",1.5,1.5,89,"c(509927.7243",414.897579986195,346.971328388492,67.9262515977025,215.340958736836,157.413545899093,111.880319930613,290.908657731488,113.910627422389,88.3682397282683,30.4136274158955,48.1258890181781,40.6675375103951,55.4376519354991,107.389381554967,"SAV-N",40.369688
9166,"9167","Capture",11,6,2021,"SAV","W","NO","M",1.5,1.5,81,"c(509673",354.471568794688,316.896148981294,14.2726110517979,148.205937584629,31.7753093242645,13.467366971774,52.0985473650508,414.897579986195,346.971328388492,67.9262515977025,215.340958736836,157.413545899093,111.880319930613,290.908657731488,"SAV-N",36.740952
9209,"9210","Capture",11,6,2021,"SAV","W","NO","M",1.5,1.5,96,"c(510976",354.471568794688,316.896148981294,14.2726110517979,148.205937584629,31.7753093242645,13.467366971774,52.0985473650508,414.897579986195,346.971328388492,67.9262515977025,215.340958736836,157.413545899093,111.880319930613,290.908657731488,"SAV-N",43.544832
9211,"9212","Capture",11,6,2021,"SAV","W","NO","F",1.5,1.5,73,"c(511171",354.471568794688,316.896148981294,14.2726110517979,148.205937584629,31.7753093242645,13.467366971774,52.0985473650508,414.897579986195,346.971328388492,67.9262515977025,215.340958736836,157.413545899093,111.880319930613,290.908657731488,"SAV-N",33.112216
9222,"9223","Capture",11,6,2021,"SAV","W","NO","F",1.5,1.5,53,"c(511769",354.471568794688,316.896148981294,14.2726110517979,148.205937584629,31.7753093242645,13.467366971774,52.0985473650508,414.897579986195,346.971328388492,67.9262515977025,215.340958736836,157.413545899093,111.880319930613,290.908657731488,"SAV-N",24.040376
9226,"9227","Capture",11,6,2021,"SAV","W","NO","M",1.5,1.5,91,"c(509599",354.471568794688,316.896148981294,14.2726110517979,148.205937584629,31.7753093242645,13.467366971774,52.0985473650508,414.897579986195,346.971328388492,67.9262515977025,215.340958736836,157.413545899093,111.880319930613,290.908657731488,"SAV-N",41.276872
9234,"9235","Capture",11,6,2021,"SAV","W","NO","M",1.5,1.5,87,"c(509574",354.471568794688,316.896148981294,14.2726110517979,148.205937584629,31.7753093242645,13.467366971774,52.0985473650508,414.897579986195,346.971328388492,67.9262515977025,215.340958736836,157.413545899093,111.880319930613,290.908657731488,"SAV-N",39.462504
9238,"9239","Capture",11,6,2021,"SAV","W","NO","F",1.5,1.5,71,"c(512409",350.919166794047,319.401317229494,18.6274763345719,175.876287388615,46.37097382918,13.9509869373578,68.9089790328581,449.445385693223,354.507224241621,94.9381614516024,215.027890721103,130.510111598065,111.27325024968,280.681481289445,"SAV-N",32.205032
9260,"9261","Capture",11,14,2020,"SAV","S","NO","M",1.5,1.5,96,"c(525204.3427",382.50435511364,320.653077404633,61.8512777090073,275.489990943112,222.612485463731,133.562302298844,392.027337969281,154.400962331145,85.3786282796023,79.2861908177106,33.0990535914898,20.4356777369976,73.3020999357105,129.91526607424,"SAV-S",43.544832
9264,"9265","Capture",11,14,2020,"SAV","S","NO","M",1.5,1.5,85,"c(525821.062",382.50435511364,320.653077404633,61.8512777090073,275.489990943112,222.612485463731,133.562302298844,392.027337969281,154.400962331145,85.3786282796023,79.2861908177106,33.0990535914898,20.4356777369976,73.3020999357105,129.91526607424,"SAV-S",38.55532
9266,"9267","Capture",11,14,2020,"SAV","S","NO","M",1.5,1.5,95,"c(525811.2401",382.50435511364,320.653077404633,61.8512777090073,275.489990943112,222.612485463731,133.562302298844,392.027337969281,154.400962331145,85.3786282796023,79.2861908177106,33.0990535914898,20.4356777369976,73.3020999357105,129.91526607424,"SAV-S",43.09124
9290,"9291","Capture",11,14,2020,"SAV","S","YES","F",1.5,NA,85.5,"c(520214.1345",408.880418277113,357.287719166605,51.592699110508,262.498474273831,182.907420996577,137.784231049329,342.807996616088,133.80498707341,75.7000658956821,65.2951775072143,28.8489628005773,18.7156481910497,91.850979551673,128.433305280283,"SAV-S",38.782116
9298,"9299","Capture",10,16,2021,"SAV","E","NO","M",1.5,1.5,81,"c(525891.3393",340.126047991216,324.377987622283,11.0357127422467,143.367271869443,31.6846553087235,16.7457014592364,55.107237135735,432.094591984525,372.253268348053,59.8413236364722,228.202301259153,153.525964066386,139.062853358555,314.779482203405,"SAV-N",36.740952
9300,"9325","Capture",10,16,2021,"SAV","E","NO","M",1.5,1.5,91.5,"c(525806.1338",340.126047991216,324.377987622283,11.0357127422467,143.367271869443,31.6846553087235,16.7457014592364,55.107237135735,432.094591984525,372.253268348053,59.8413236364722,228.202301259153,153.525964066386,139.062853358555,314.779482203405,"SAV-N",41.503668
9352,"9353","Capture",11,8,2020,"SAV","E","NO","F",1.5,1.5,76.5,"c(527181.2307",410.928945398657,355.767570108874,55.1613752897829,209.451076997328,160.209063722636,138.981551427569,328.058319064847,143.366860863287,77.1964994150912,75.2457715534838,34.2607454657555,20.4136099219323,119.951442626654,148.756102567422,"SAV-N",34.699788
9392,"9393","Capture",11,8,2020,"SAV","E","NO","F",1.5,1.5,80,"c(527811.7089",410.928945398657,355.767570108874,55.1613752897829,209.451076997328,160.209063722636,138.981551427569,328.058319064847,143.366860863287,77.1964994150912,75.2457715534838,34.2607454657555,20.4136099219323,119.951442626654,148.756102567422,"SAV-N",36.28736
9398,"9399","Capture",11,8,2020,"SAV","E","NO","M",1.5,1.5,81,"c(528229.9506",410.928945398657,355.767570108874,55.1613752897829,209.451076997328,160.209063722636,138.981551427569,328.058319064847,143.366860863287,77.1964994150912,75.2457715534838,34.2607454657555,20.4136099219323,119.951442626654,148.756102567422,"SAV-N",36.740952
9430,"9431","Capture",11,14,2020,"SAV","S","NO","M",1.5,1.5,97,"c(526146.2011",382.50435511364,320.653077404633,61.8512777090073,275.489990943112,222.612485463731,133.562302298844,392.027337969281,154.400962331145,85.3786282796023,79.2861908177106,33.0990535914898,20.4356777369976,73.3020999357105,129.91526607424,"SAV-S",43.998424
9439,"9440","Capture",11,14,2020,"SAV","S","NO","M",1.5,1.5,115,"c(526042.2616",382.50435511364,320.653077404633,61.8512777090073,275.489990943112,222.612485463731,133.562302298844,392.027337969281,154.400962331145,85.3786282796023,79.2861908177106,33.0990535914898,20.4356777369976,73.3020999357105,129.91526607424,"SAV-S",52.16308
9472,"9473","Capture",11,7,2021,"SAV","S","NO","F",1.5,1.5,70,"c(525693",349.481209562859,331.546297282912,6.00957022677175,174.842978929402,49.0007982889656,15.9637524057179,74.1133417053652,382.50435511364,320.653077404633,61.8512777090073,275.489990943112,222.612485463731,133.562302298844,392.027337969281,"SAV-S",31.75144
9474,"9475","Capture",11,7,2021,"SAV","S","NO","M",1.5,1.5,97,"c(525338",349.481209562859,331.546297282912,6.00957022677175,174.842978929402,49.0007982889656,15.9637524057179,74.1133417053652,382.50435511364,320.653077404633,61.8512777090073,275.489990943112,222.612485463731,133.562302298844,392.027337969281,"SAV-S",43.998424
9503,"9504","Capture",11,7,2021,"SAV","S","NO","F",1.5,1.5,84,"c(525670",349.481209562859,331.546297282912,6.00957022677175,174.842978929402,49.0007982889656,15.9637524057179,74.1133417053652,382.50435511364,320.653077404633,61.8512777090073,275.489990943112,222.612485463731,133.562302298844,392.027337969281,"SAV-S",38.101728
9507,"9508","Capture",11,7,2021,"SAV","S","NO","F",1.5,1.5,90,"c(526171",349.481209562859,331.546297282912,6.00957022677175,174.842978929402,49.0007982889656,15.9637524057179,74.1133417053652,382.50435511364,320.653077404633,61.8512777090073,275.489990943112,222.612485463731,133.562302298844,392.027337969281,"SAV-S",40.82328
9511,"9512","Capture",11,7,2021,"SAV","S","NO","M",1.5,1.5,113.5,"c(525572",349.481209562859,331.546297282912,6.00957022677175,174.842978929402,49.0007982889656,15.9637524057179,74.1133417053652,382.50435511364,320.653077404633,61.8512777090073,275.489990943112,222.612485463731,133.562302298844,392.027337969281,"SAV-S",51.482692
9513,"9514","Capture",11,7,2021,"SAV","S","NO","F",1.5,1.5,78,"c(525128",349.481209562859,331.546297282912,6.00957022677175,174.842978929402,49.0007982889656,15.9637524057179,74.1133417053652,382.50435511364,320.653077404633,61.8512777090073,275.489990943112,222.612485463731,133.562302298844,392.027337969281,"SAV-S",35.380176
9524,"9525","Capture",11,7,2021,"SAV","S","NO","M",1.5,1.5,99,"c(522346",329.923804964521,313.480403866269,9.45947921276092,156.434442825266,34.8676747530699,16.9099209304987,58.0118099838583,408.880418277113,357.287719166605,51.592699110508,262.498474273831,182.907420996577,137.784231049329,342.807996616088,"SAV-S",44.905608
9534,"9535","Capture",11,7,2021,"SAV","S","NO","M",1.5,1.5,124.5,"c(521453",340.708856584737,322.551260052016,7.53437628271058,162.924225617171,40.0300294069748,16.1803139336407,63.0422798983345,372.767635937272,315.516600723802,57.2510352134704,299.647293881514,241.421044037678,136.178886447422,400.819777925819,"SAV-S",56.472204
9658,"9659","Capture",10,30,2022,"SAV","N","NO","M",1.5,1.5,72,"c(527092.8211",148.711385636299,91.933402156923,56.7773914318531,108.127096059267,4.15689948573708,58.1513039945876,199.15336417535,401.413758911542,368.135954279453,9.5512170981383,126.352829862386,35.219328135252,17.8104499313049,78.7915915022604,"SAV-N",32.658624
