"LeftTag","RightTag","DataType","Month","Day","Year","Ranch","Part","Recapture","Sex","EstAge","KnownAgeAdj","AdjWt","geometry","Ges","TrdTri","Apr","Fawn","FstMon","Sept","Lac","ranch","MassKg"
583,"584","Capture",11,15,2011,"SAV","N","NO","M",0.5,0.5,50,"c(521237.4931",67.9067809245316,67.9067809245316,0,55.0709075740305,2.57457150518894,42.0894960002043,57.7415460632183,"SAV-N",22.6796
587,"588","Capture",11,15,2011,"SAV","N","NO","M",0.5,0.5,55,"c(521379.4748",67.9067809245316,67.9067809245316,0,55.0709075740305,2.57457150518894,42.0894960002043,57.7415460632183,"SAV-N",24.94756
791,"792","Capture",11,16,2011,"SAV","E","NO","F",0.5,0.5,53,"c(529273.8282",116.555238572881,116.555238572881,0,97.706635260256,1.10611882177181,53.8701377571561,67.7988334889524,"SAV-N",24.040376
834,"835","Capture",11,16,2011,"SAV","E","NO","M",0.5,0.5,48,"c(527600.1763",116.555238572881,116.555238572881,0,97.706635260256,1.10611882177181,53.8701377571561,67.7988334889524,"SAV-N",21.772416
862,"863","Capture",11,16,2011,"SAV","E","NO","M",0.5,0.5,45,"c(526994.7562",116.555238572881,116.555238572881,0,97.706635260256,1.10611882177181,53.8701377571561,67.7988334889524,"SAV-N",20.41164
987,"988","Capture",11,17,2011,"SAV","S","NO","M",0.5,0.5,45,"c(522534.3191",110.754919360159,110.754919360159,0,103.379253666848,0.717474292963743,49.2563082277775,105.087985675782,"SAV-S",20.41164
1093,"1094","Capture",11,17,2011,"SAV","S","NO","M",0.5,0.5,53,"c(521708.9916",94.6108051091433,94.6108051091433,0,71.2297158986331,1.26224142313004,61.8357282280922,124.43631731905,"SAV-S",24.040376
1101,"1102","Capture",11,17,2011,"SAV","S","NO","F",0.5,0.5,49,"c(520808.4588",94.6108051091433,94.6108051091433,0,71.2297158986331,1.26224142313004,61.8357282280922,124.43631731905,"SAV-S",22.226008
2424,"2425","Capture",11,16,2012,"SAV","N","NO","M",0.5,0.5,25,"c(521840.9017",133.974433425814,85.2334737814963,48.7409596443177,119.05669907853,89.6944332793355,41.0883465408115,142.738686895987,"SAV-N",11.3398
2426,"2427","Capture",11,16,2012,"SAV","N","NO","M",0.5,0.5,44,"c(521840.9017",133.974433425814,85.2334737814963,48.7409596443177,119.05669907853,89.6944332793355,41.0883465408115,142.738686895987,"SAV-N",19.958048
2457,"2458","Capture",11,16,2012,"SAV","N","NO","F",0.5,0.5,33,"c(521840.9017",133.974433425814,85.2334737814963,48.7409596443177,119.05669907853,89.6944332793355,41.0883465408115,142.738686895987,"SAV-N",14.968536
2473,"2474","Capture",11,16,2012,"SAV","N","NO","M",0.5,0.5,45,"c(521840.9017",133.974433425814,85.2334737814963,48.7409596443177,119.05669907853,89.6944332793355,41.0883465408115,142.738686895987,"SAV-N",20.41164
2484,"2485","Capture",11,16,2012,"SAV","N","NO","F",0.5,0.5,33,"c(521432.0704",133.974433425814,85.2334737814963,48.7409596443177,119.05669907853,89.6944332793355,41.0883465408115,142.738686895987,"SAV-N",14.968536
2527,"2528","Capture",11,16,2012,"SAV","N","NO","F",0.5,0.5,44,"c(522882.6792",133.974433425814,85.2334737814963,48.7409596443177,119.05669907853,89.6944332793355,41.0883465408115,142.738686895987,"SAV-N",19.958048
2609,"2608","Capture",11,17,2012,"SAV","E","NO","M",0.5,0.5,39,"c(526413.9948",166.511678008363,124.464229969308,42.0474480390549,96.0581288095564,74.959763661027,36.4892119100551,134.886927961023,"SAV-N",17.690088
2676,"2675","Capture",11,17,2012,"SAV","E","NO","M",0.5,0.5,42,"c(525827.3431",152.198252564704,133.525584524905,18.6726680397988,93.6679274216295,70.0815452635288,35.3213791269809,125.58114893036,"SAV-N",19.050864
2679,"2680","Capture",11,17,2012,"SAV","E","NO","F",0.5,0.5,37,"c(526887.281",166.511678008363,124.464229969308,42.0474480390549,96.0581288095564,74.959763661027,36.4892119100551,134.886927961023,"SAV-N",16.782904
2687,"2688","Capture",11,17,2012,"SAV","E","NO","M",0.5,0.5,51,"c(526887.281",166.511678008363,124.464229969308,42.0474480390549,96.0581288095564,74.959763661027,36.4892119100551,134.886927961023,"SAV-N",23.133192
2723,"2722","Capture",11,17,2012,"SAV","E","NO","F",0.5,0.5,23,"c(528637.0821",166.511678008363,124.464229969308,42.0474480390549,96.0581288095564,74.959763661027,36.4892119100551,134.886927961023,"SAV-N",10.432616
3539,"3540","Capture",11,15,2013,"SAV","N","NO","M",0.5,0.5,53,"c(521444.6022",184.901305219711,118.740000924648,66.6447241008282,19.4330794662237,12.9724047482014,125.359145304188,144.473654197965,"SAV-N",24.040376
3547,"3548","Capture",11,15,2013,"SAV","N","NO","M",0.5,0.5,55,"c(521444.6022",184.901305219711,118.740000924648,66.6447241008282,19.4330794662237,12.9724047482014,125.359145304188,144.473654197965,"SAV-N",24.94756
3549,"3550","Capture",11,15,2013,"SAV","N","NO","F",0.5,0.5,51,"c(521355.4028",184.901305219711,118.740000924648,66.6447241008282,19.4330794662237,12.9724047482014,125.359145304188,144.473654197965,"SAV-N",23.133192
3564,"3565","Capture",11,15,2013,"SAV","N","NO","F",0.5,0.5,47,"c(521230.6398",184.901305219711,118.740000924648,66.6447241008282,19.4330794662237,12.9724047482014,125.359145304188,144.473654197965,"SAV-N",21.318824
3743,"3744","Capture",11,16,2013,"SAV","E","NO","F",0.5,0.5,55,"c(525359.0578",244.407275751233,178.035016342998,66.5981190204621,30.4145366596058,9.04727131593972,159.475316748023,187.56812661048,"SAV-N",24.94756
3893,"3894","Capture",11,17,2013,"SAV","S","NO","F",0.5,0.5,30,"c(522254.7197",195.794508791994,140.525905735325,55.6874781250954,30.5837833429687,17.4890188127756,214.889372199774,239.151594417388,"SAV-S",13.60776
4459,"4460","Capture",11,14,2014,"SAV","N","NO","F",0.5,0.5,53,"c(521827.7604",124.215258284821,119.799198582186,4.41605970263481,121.622247068648,77.8339956245327,112.855834656395,244.305259839457,"SAV-N",24.040376
4463,"4464","Capture",11,14,2014,"SAV","N","NO","M",0.5,0.5,54,"c(521572.26",124.215258284821,119.799198582186,4.41605970263481,121.622247068648,77.8339956245327,112.855834656395,244.305259839457,"SAV-N",24.493968
4482,"4483","Capture",11,14,2014,"SAV","N","NO","F",0.5,0.5,39,"c(521005.9463",124.215258284821,119.799198582186,4.41605970263481,121.622247068648,77.8339956245327,112.855834656395,244.305259839457,"SAV-N",17.690088
4494,"4495","Capture",11,14,2014,"SAV","N","NO","F",0.5,0.5,51,"c(520532.5871",124.215258284821,119.799198582186,4.41605970263481,121.622247068648,77.8339956245327,112.855834656395,244.305259839457,"SAV-N",23.133192
4496,"4497","Capture",11,14,2014,"SAV","N","NO","M",0.5,0.5,51,"c(520532.5871",124.215258284821,119.799198582186,4.41605970263481,121.622247068648,77.8339956245327,112.855834656395,244.305259839457,"SAV-N",23.133192
4502,"4503","Capture",11,14,2014,"SAV","N","NO","M",0.5,0.5,34,"c(520421.8656",124.215258284821,119.799198582186,4.41605970263481,121.622247068648,77.8339956245327,112.855834656395,244.305259839457,"SAV-N",15.422128
4504,"4505","Capture",11,14,2014,"SAV","N","NO","F",0.5,0.5,42,"c(520421.8656",124.215258284821,119.799198582186,4.41605970263481,121.622247068648,77.8339956245327,112.855834656395,244.305259839457,"SAV-N",19.050864
4520,"4521","Capture",11,14,2014,"SAV","N","NO","M",0.5,0.5,48,"c(519687.6374",124.215258284821,119.799198582186,4.41605970263481,121.622247068648,77.8339956245327,112.855834656395,244.305259839457,"SAV-N",21.772416
4522,"4523","Capture",11,14,2014,"SAV","N","NO","F",0.5,0.5,44,"c(519687.6374",124.215258284821,119.799198582186,4.41605970263481,121.622247068648,77.8339956245327,112.855834656395,244.305259839457,"SAV-N",19.958048
4534,"4535","Capture",11,14,2014,"SAV","N","NO","F",0.5,0.5,54,"c(518982.4383",126.512470033296,123.446939107307,3.06553092598915,116.176140334734,74.5819359123707,109.775052264507,240.171814359935,"SAV-N",24.493968
4569,"4570","Capture",11,14,2014,"SAV","N","NO","M",0.5,0.5,59,"c(520571.5828",124.215258284821,119.799198582186,4.41605970263481,121.622247068648,77.8339956245327,112.855834656395,244.305259839457,"SAV-N",26.761928
4573,"4574","Capture",11,14,2014,"SAV","N","NO","F",0.5,0.5,35,"c(519717.1419",124.215258284821,119.799198582186,4.41605970263481,121.622247068648,77.8339956245327,112.855834656395,244.305259839457,"SAV-N",15.87572
4578,"4577","Capture",11,14,2014,"SAV","N","NO","F",0.5,0.5,46,"c(521140.4956",124.215258284821,119.799198582186,4.41605970263481,121.622247068648,77.8339956245327,112.855834656395,244.305259839457,"SAV-N",20.865232
4583,"4584","Capture",11,14,2014,"SAV","N","NO","F",0.5,0.5,51,"c(521378.3533",124.215258284821,119.799198582186,4.41605970263481,121.622247068648,77.8339956245327,112.855834656395,244.305259839457,"SAV-N",23.133192
4597,"4598","Capture",11,14,2014,"SAV","N","NO","F",0.5,0.5,48,"c(521811.4719",124.215258284821,119.799198582186,4.41605970263481,121.622247068648,77.8339956245327,112.855834656395,244.305259839457,"SAV-N",21.772416
4659,"4660","Capture",11,15,2014,"SAV","E","NO","F",0.5,0.5,53,"c(527383.566",81.1586802611128,78.8444761438296,2.31420411728322,58.2131517522503,43.1297155211214,134.337304241955,188.688948432216,"SAV-N",24.040376
4760,"4761","Capture",11,15,2014,"SAV","E","NO","F",0.5,0.5,44,"c(526143.3059",74.832819304429,72.0655831908807,2.76723611354828,47.407278069295,33.5115263033658,131.366239449169,172.405038423065,"SAV-N",19.958048
4766,"4767","Capture",11,15,2014,"SAV","E","NO","F",0.5,0.5,49,"c(525509.0718",74.832819304429,72.0655831908807,2.76723611354828,47.407278069295,33.5115263033658,131.366239449169,172.405038423065,"SAV-N",22.226008
4772,"4773","Capture",11,15,2014,"SAV","E","NO","F",0.5,0.5,33,"c(525841.6773",74.832819304429,72.0655831908807,2.76723611354828,47.407278069295,33.5115263033658,131.366239449169,172.405038423065,"SAV-N",14.968536
4778,"4779","Capture",11,15,2014,"SAV","E","NO","M",0.5,0.5,39,"c(525791.6812",74.832819304429,72.0655831908807,2.76723611354828,47.407278069295,33.5115263033658,131.366239449169,172.405038423065,"SAV-N",17.690088
4788,"4789","Capture",11,15,2014,"SAV","E","NO","M",0.5,0.5,48,"c(525791.6812",74.832819304429,72.0655831908807,2.76723611354828,47.407278069295,33.5115263033658,131.366239449169,172.405038423065,"SAV-N",21.772416
4884,"4885","Capture",11,16,2014,"SAV","S","NO","M",0.5,0.5,53,"c(522315.3521",68.0622118853498,65.94167224993,2.12053963541985,33.8903221033979,15.4751694947481,137.89922688785,164.778958192794,"SAV-S",24.040376
5058,"5059","Capture",11,6,2015,"SAV","N","NO","M",0.5,0.5,45,"c(521755.5198",249.31187241734,136.908388722688,113.022154152393,47.2990861325525,0,55.0112205147743,106.811693982687,"SAV-N",20.41164
5064,"5065","Capture",11,6,2015,"SAV","N","NO","M",0.5,0.5,53,"c(522074.721",249.31187241734,136.908388722688,113.022154152393,47.2990861325525,0,55.0112205147743,106.811693982687,"SAV-N",24.040376
5074,"5075","Capture",11,6,2015,"SAV","N","NO","M",0.5,0.5,33,"c(521537.0052",249.31187241734,136.908388722688,113.022154152393,47.2990861325525,0,55.0112205147743,106.811693982687,"SAV-N",14.968536
5076,"5077","Capture",11,6,2015,"SAV","N","NO","M",0.5,0.5,33,"c(521412.7486",249.31187241734,136.908388722688,113.022154152393,47.2990861325525,0,55.0112205147743,106.811693982687,"SAV-N",14.968536
5078,"5079","Capture",11,6,2015,"SAV","N","NO","M",0.5,0.5,49,"c(521168.79",249.31187241734,136.908388722688,113.022154152393,47.2990861325525,0,55.0112205147743,106.811693982687,"SAV-N",22.226008
5140,"5141","Capture",11,7,2015,"SAV","W","NO","F",0.5,0.5,45,"c(513567.5963",302.71540861181,188.754691835493,114.208912335103,51.5800259523094,0,50.558045849204,102.224390476942,"SAV-N",20.41164
5153,"5154","Capture",11,6,2015,"SAV","N","NO","M",0.5,0.5,43,"c(521567",249.31187241734,136.908388722688,113.022154152393,47.2990861325525,0,55.0112205147743,106.811693982687,"SAV-N",19.504456
5163,"5164","Capture",11,6,2015,"SAV","N","NO","F",0.5,0.5,38,"c(521355.4963",249.31187241734,136.908388722688,113.022154152393,47.2990861325525,0,55.0112205147743,106.811693982687,"SAV-N",17.236496
5165,"5166","Capture",11,6,2015,"SAV","N","NO","F",0.5,0.5,37,"c(522700.2219",249.31187241734,136.908388722688,113.022154152393,47.2990861325525,0,55.0112205147743,106.811693982687,"SAV-N",16.782904
5167,"5168","Capture",11,6,2015,"SAV","N","NO","M",0.5,0.5,42,"c(522629",249.31187241734,136.908388722688,113.022154152393,47.2990861325525,0,55.0112205147743,106.811693982687,"SAV-N",19.050864
5192,"5193","Capture",11,7,2015,"SAV","W","NO","F",0.5,0.5,46,"c(514858.4737",330.999767954927,210.275097604375,120.904981143773,58.4974156282843,0,42.6101891761645,104.047692465596,"SAV-N",20.865232
5201,"5202","Capture",11,7,2015,"SAV","W","NO","F",0.5,0.5,45,"c(515266",330.999767954927,210.275097604375,120.904981143773,58.4974156282843,0,42.6101891761645,104.047692465596,"SAV-N",20.41164
5242,"5243","Capture",11,7,2015,"SAV","W","NO","M",0.5,0.5,64,"c(511900.5068",325.861294828355,201.344359271228,124.692825958133,56.7122400440276,0,49.6471901375625,95.8095148178109,"SAV-N",29.029888
5265,"5266","Capture",11,7,2015,"SAV","W","NO","F",0.5,0.5,43,"c(513457.2145",330.999767954927,210.275097604375,120.904981143773,58.4974156282843,0,42.6101891761645,104.047692465596,"SAV-N",19.504456
5298,"5299","Capture",11,7,2015,"SAV","W","NO","F",0.5,0.5,48,"c(515507.9673",330.999767954927,210.275097604375,120.904981143773,58.4974156282843,0,42.6101891761645,104.047692465596,"SAV-N",21.772416
5351,"5352","Capture",11,15,2015,"SAV","S","NO","F",0.5,0.5,55,"c(522259.0238",362.407911676913,197.81280778721,164.604047805071,64.1990362610668,0,55.7051118621603,157.966202895477,"SAV-S",24.94756
5353,"5354","Capture",11,15,2015,"SAV","S","NO","F",0.5,0.5,43,"c(522188.2917",373.88231984782,209.445017906371,164.437301941449,77.2348980503157,0,65.3281715963967,166.585635403637,"SAV-S",19.504456
5360,"5361","Capture",11,15,2015,"SAV","S","NO","F",0.5,0.5,52,"c(522762.8684",373.88231984782,209.445017906371,164.437301941449,77.2348980503157,0,65.3281715963967,166.585635403637,"SAV-S",23.586784
5362,"5363","Capture",11,15,2015,"SAV","S","NO","F",0.5,0.5,49,"c(523049.3659",371.221996044369,204.129192695953,167.092803348416,72.2087688231841,0,69.5255998814537,168.999780891652,"SAV-S",22.226008
5391,"5392","Capture",11,15,2015,"SAV","S","NO","F",0.5,0.5,54,"c(521345.2648",354.744611717047,199.475021859631,155.269876870982,82.441571392119,0,65.4755252599716,177.005440857029,"SAV-S",24.493968
5396,"5397","Capture",11,15,2015,"SAV","S","NO","F",0.5,0.5,59,"c(522443.3711",336.866477404255,187.711689489894,149.343895266298,84.9393475456163,0,60.6576140160032,188.483766400284,"SAV-S",26.761928
5534,"5535","Capture",11,14,2015,"SAV","E","NO","F",0.5,0.5,42,"c(528008.5347",302.562962502707,165.389722280204,137.579461746383,72.9161539191845,0,84.1818624170555,169.9210674387,"SAV-N",19.050864
5548,"5549","Capture",11,14,2015,"SAV","E","NO","F",0.5,0.5,41,"c(525308.0416",304.882306664702,169.925185420303,135.624144149944,69.1504060812294,0,69.0009365733713,184.839540904388,"SAV-N",18.597272
5563,"5562","Capture",11,14,2015,"SAV","E","NO","M",0.5,0.5,50,"c(529417.3673",302.562962502707,165.389722280204,137.579461746383,72.9161539191845,0,84.1818624170555,169.9210674387,"SAV-N",22.6796
5564,"5565","Capture",11,14,2015,"SAV","E","NO","F",0.5,0.5,42,"c(529728.2517",302.562962502707,165.389722280204,137.579461746383,72.9161539191845,0,84.1818624170555,169.9210674387,"SAV-N",19.050864
5670,"5671","Capture",11,11,2016,"SAV","W","NO","F",0.5,0.5,42,"c(511011.1126",170.883041339461,157.295992630068,13.5870487093925,130.037052596454,11.5866316356697,74.9094512611628,209.511027098168,"SAV-N",19.050864
5695,"5696","Capture",11,11,2016,"SAV","W","NO","F",0.5,0.5,23,"c(514267.8868",182.527169027133,170.013195245294,12.513973781839,141.852417196613,14.2399299493991,79.842085451819,223.036664208863,"SAV-N",10.432616
6051,"6052","Capture",11,12,2016,"SAV","E","NO","M",0.5,0.5,48,"c(525479.8251",204.689009148628,192.210640061647,12.4783690869809,105.971994308755,20.0439650695771,43.2535987565498,164.043507746814,"SAV-N",21.772416
6059,"6060","Capture",11,12,2016,"SAV","E","NO","M",0.5,0.5,35,"c(528100.6888",209.807300542481,196.894289165735,12.913011376746,97.6277351663448,19.6900811009109,30.5504846768454,145.871607798617,"SAV-N",15.87572
6073,"6074","Capture",11,12,2016,"SAV","E","NO","F",0.5,0.5,32,"c(528866.2522",209.807300542481,196.894289165735,12.913011376746,97.6277351663448,19.6900811009109,30.5504846768454,145.871607798617,"SAV-N",14.514944
6091,"6092","Capture",11,12,2016,"SAV","E","NO","F",0.5,0.5,33,"c(527214.3328",209.807300542481,196.894289165735,12.913011376746,97.6277351663448,19.6900811009109,30.5504846768454,145.871607798617,"SAV-N",14.968536
6112,"6113","Capture",11,12,2016,"SAV","E","NO","M",0.5,0.5,42,"c(529750.2889",209.807300542481,196.894289165735,12.913011376746,97.6277351663448,19.6900811009109,30.5504846768454,145.871607798617,"SAV-N",19.050864
6116,"6117","Capture",11,12,2016,"SAV","E","NO","M",0.5,0.5,33,"c(529770.4291",209.807300542481,196.894289165735,12.913011376746,97.6277351663448,19.6900811009109,30.5504846768454,145.871607798617,"SAV-N",14.968536
6124,"6125","Capture",11,12,2016,"SAV","E","NO","M",0.5,0.5,42,"c(524691.3117",204.689009148628,192.210640061647,12.4783690869809,105.971994308755,20.0439650695771,43.2535987565498,164.043507746814,"SAV-N",19.050864
6133,"6134","Capture",11,12,2016,"SAV","E","NO","M",0.5,0.5,37,"c(524783.8619",204.689009148628,192.210640061647,12.4783690869809,105.971994308755,20.0439650695771,43.2535987565498,164.043507746814,"SAV-N",16.782904
6158,"6159","Capture",11,18,2016,"SAV","N","NO","M",0.5,0.5,36,"c(521572.2396",208.848465377698,197.26946226717,11.579003110528,111.822804855183,10.0319967865944,61.2263769749553,183.569924153853,"SAV-N",16.329312
6160,"6161","Capture",11,18,2016,"SAV","N","NO","F",0.5,0.5,36,"c(521009.6891",208.848465377698,197.26946226717,11.579003110528,111.822804855183,10.0319967865944,61.2263769749553,183.569924153853,"SAV-N",16.329312
6181,"6182","Capture",11,18,2016,"SAV","N","NO","F",0.5,0.5,45,"c(520744.3713",208.848465377698,197.26946226717,11.579003110528,111.822804855183,10.0319967865944,61.2263769749553,183.569924153853,"SAV-N",20.41164
6186,"6187","Capture",11,18,2016,"SAV","N","NO","M",0.5,0.5,36,"c(520787.3111",208.848465377698,197.26946226717,11.579003110528,111.822804855183,10.0319967865944,61.2263769749553,183.569924153853,"SAV-N",16.329312
6238,"6239","Capture",11,19,2016,"SAV","S","NO","F",0.5,0.5,53,"c(521620.2747",160.157362883678,138.915192852961,21.2421700307168,132.194718763232,8.34697477519513,68.6449642167427,222.547016287223,"SAV-S",24.040376
6305,"6306","Capture",11,19,2016,"SAV","S","NO","F",0.5,0.5,39.5,"c(521259.7585",153.434219188988,140.453444249928,12.9807749390602,142.897266534157,7.98999477084726,48.2239765282721,210.768174697412,"SAV-S",17.916884
6319,"6320","Capture",11,19,2016,"SAV","S","NO","M",0.5,0.5,45,"c(522122.941",153.434219188988,140.453444249928,12.9807749390602,142.897266534157,7.98999477084726,48.2239765282721,210.768174697412,"SAV-S",20.41164
6352,"6353","Capture",11,19,2016,"SAV","S","NO","F",0.5,0.5,33,"c(525195.4973",159.4382273723,148.289841299933,11.1483860723674,105.279392595403,9.93509116116911,40.3008319921792,182.334094159189,"SAV-S",14.968536
6367,"6368","Capture",11,19,2016,"SAV","S","NO","F",0.5,0.5,47,"c(522309.9576",181.698720689863,170.845630068332,10.853090621531,167.876433612517,41.0486027912411,61.798810596636,243.595393962954,"SAV-S",21.318824
6734,"6735","Capture",11,4,2017,"SAV","N","NO","F",0.5,0.5,25,"c(521620.7691",150.17880086926,85.6840319912808,64.4400693490171,63.7235207958074,44.4917301759124,13.5407601594925,89.3932005688548,"SAV-N",11.3398
6840,"6842","Capture",11,5,2017,"SAV","W","NO","M",0.5,0.5,42,"c(515131.8337",159.330668181181,129.792120963335,29.3890282213688,81.0163697637617,34.0783210732043,25.4157519116998,98.7136507090181,"SAV-N",19.050864
6863,"6864","Capture",11,5,2017,"SAV","W","NO","F",0.5,0.5,39.5,"c(514137.6682",159.330668181181,129.792120963335,29.3890282213688,81.0163697637617,34.0783210732043,25.4157519116998,98.7136507090181,"SAV-N",17.916884
6917,"6918","Capture",11,11,2017,"SAV","E","NO","F",0.5,0.5,15,"c(524928.5017",174.726032931241,124.956895191106,49.4884814918042,121.24345208297,71.9607785042609,23.037421117755,131.860067524351,"SAV-N",6.80388
6946,"6947","Capture",11,11,2017,"SAV","E","NO","F",0.5,0.5,65,"c(526940.5323",169.451085137203,115.873191233724,53.3286959435791,126.448230817681,86.1131465658546,23.7864792989567,142.884572151117,"SAV-N",29.48348
6950,"6951","Capture",11,11,2017,"SAV","E","NO","F",0.5,0.5,52,"c(527130.8291",169.451085137203,115.873191233724,53.3286959435791,126.448230817681,86.1131465658546,23.7864792989567,142.884572151117,"SAV-N",23.586784
6964,"6965","Capture",11,11,2017,"SAV","E","NO","F",0.5,0.5,36,"c(525815.5012",174.726032931241,124.956895191106,49.4884814918042,121.24345208297,71.9607785042609,23.037421117755,131.860067524351,"SAV-N",16.329312
7008,"7009","Capture",11,12,2017,"SAV","S","NO","M",0.5,0.5,58.4,"c(521762.1842",167.732105701114,120.771953730727,46.3748872280121,92.5367829264141,50.1396475047804,35.4547360092402,150.855853857473,"SAV-S",26.4897728
7072,"7073","Capture",11,12,2017,"SAV","S","NO","F",0.5,0.5,45.8,"c(525694.8259",156.929289377062,119.294474852504,37.2866479097866,99.2591167463688,60.195644915686,33.2217676113278,165.921205249101,"SAV-S",20.7745136
7209,".","Capture",11,4,2017,"SAV","N","NO","M",0.5,0.5,26,"c(524601.347",153.708162047027,83.3823646717355,69.9809833727777,69.6282091960893,51.6229989230633,13.4885610342026,98.1377825820819,"SAV-N",11.793392
7210,"7211","Capture",11,11,2017,"SAV","E","NO","M",0.5,0.5,44,"c(529292.0564",169.451085137203,115.873191233724,53.3286959435791,126.448230817681,86.1131465658546,23.7864792989567,142.884572151117,"SAV-N",19.958048
7119,"7120","Capture",10,20,2018,"SAV","N","NO","F",0.5,0.5,45,"c(520845.4977",220.651337541407,184.677600219613,23.7964702472091,166.155932918422,5.36191474180487,296.420311895199,359.594968241628,"SAV-N",20.41164
7123,"7124","Capture",10,20,2018,"SAV","N","NO","M",0.5,0.5,51,"c(521468.5924",220.651337541407,184.677600219613,23.7964702472091,166.155932918422,5.36191474180487,296.420311895199,359.594968241628,"SAV-N",23.133192
7145,"7146","Capture",10,20,2018,"SAV","N","NO","F",0.5,0.5,39,"c(523002.9429",236.920042274709,198.442275738533,21.7280869707465,184.519325361936,6.27965348341969,312.379121605307,381.127224024618,"SAV-N",17.690088
7153,".","Capture",10,20,2018,"SAV","N","NO","M",0.5,0.5,51,"c(524386.774",236.920042274709,198.442275738533,21.7280869707465,184.519325361936,6.27965348341969,312.379121605307,381.127224024618,"SAV-N",23.133192
7196,"7197","Capture",10,20,2018,"SAV","N","NO","F",0.5,0.5,55,"c(524431.0687",236.920042274709,198.442275738533,21.7280869707465,184.519325361936,6.27965348341969,312.379121605307,381.127224024618,"SAV-N",24.94756
7225,"7226","Capture",10,21,2018,"SAV","E","NO","M",0.5,0.5,43,"c(525809.5722",303.439094392117,241.722634683829,26.8842224646359,244.483436558395,6.53805948793888,267.372747850139,317.722889425699,"SAV-N",19.504456
7231,"7232","Capture",10,21,2018,"SAV","E","NO","F",0.5,0.5,34,"c(525876.31",303.439094392117,241.722634683829,26.8842224646359,244.483436558395,6.53805948793888,267.372747850139,317.722889425699,"SAV-N",15.422128
7233,"7234","Capture",10,21,2018,"SAV","E","NO","F",0.5,0.5,37,"c(525889.0122",303.439094392117,241.722634683829,26.8842224646359,244.483436558395,6.53805948793888,267.372747850139,317.722889425699,"SAV-N",16.782904
7249,"7250","Capture",10,21,2018,"SAV","E","NO","F",0.5,0.5,54,"c(524657.4776",303.439094392117,241.722634683829,26.8842224646359,244.483436558395,6.53805948793888,267.372747850139,317.722889425699,"SAV-N",24.493968
7253,"7254","Capture",10,21,2018,"SAV","E","NO","F",0.5,0.5,42,"c(524657.4776",303.439094392117,241.722634683829,26.8842224646359,244.483436558395,6.53805948793888,267.372747850139,317.722889425699,"SAV-N",19.050864
7282,"7283","Capture",10,21,2018,"SAV","E","NO","M",0.5,0.5,45,"c(527350.9263",311.658957619103,252.735352646443,23.4975071027875,255.287951415754,5.51073938095942,286.488204631489,340.413978572702,"SAV-N",20.41164
7323,"7324","Capture",10,21,2018,"SAV","E","NO","M",0.5,0.5,40,"c(526602.7011",311.658957619103,252.735352646443,23.4975071027875,255.287951415754,5.51073938095942,286.488204631489,340.413978572702,"SAV-N",18.14368
7366,"2914","Capture",10,27,2018,"SAV","S","NO","M",0.5,0.5,52,"c(521880.8872",289.494473586819,237.866560230992,23.3243092298508,244.172556761681,11.2230134988204,224.244171562317,273.445874791305,"SAV-S",23.586784
7376,"2922","Capture",10,28,2018,"SAV","W","NO","M",0.5,0.5,50,"c(511798.3614",197.550956438004,146.108883139968,39.44401402527,131.612767455459,5.63272535800934,259.031998753548,311.061276409775,"SAV-N",22.6796
7378,"2925","Capture",10,28,2018,"SAV","W","NO","M",0.5,0.5,46,"c(511702.1567",197.550956438004,146.108883139968,39.44401402527,131.612767455459,5.63272535800934,259.031998753548,311.061276409775,"SAV-N",20.865232
7405,"2927","Capture",10,28,2018,"SAV","W","NO","M",0.5,0.5,43,"c(509813.6015",202.904133668577,141.403156867658,44.9270365238189,133.700179810578,5.83108784491196,228.605994079262,273.277312475722,"SAV-N",19.504456
7411,"2932","Capture",10,28,2018,"SAV","W","NO","M",0.5,0.5,59,"c(511901.8347",202.904133668577,141.403156867658,44.9270365238189,133.700179810578,5.83108784491196,228.605994079262,273.277312475722,"SAV-N",26.761928
7430,"2950","Capture",10,28,2018,"SAV","W","NO","M",0.5,0.5,59,"c(515583.142",215.72116227026,155.085155695182,41.260579328984,146.302955645107,4.47793880430982,231.709145947767,277.341478525603,"SAV-N",26.761928
8254,"8255","Capture",11,7,2020,"SAV","N","NO","F",0.5,0.5,39,"c(523841.8969",367.942173277319,311.057733242691,56.8844400346279,238.457620991976,174.249886679114,119.254168583401,322.685230864999,"SAV-N",17.690088
8260,"8261","Capture",11,7,2020,"SAV","N","NO","M",0.5,0.5,45,"c(523883.7512",367.942173277319,311.057733242691,56.8844400346279,238.457620991976,174.249886679114,119.254168583401,322.685230864999,"SAV-N",20.41164
8270,"8271","Capture",11,7,2020,"SAV","N","NO","F",0.5,0.5,47,"c(523055.7016",367.942173277319,311.057733242691,56.8844400346279,238.457620991976,174.249886679114,119.254168583401,322.685230864999,"SAV-N",21.318824
8274,"8275","Capture",11,7,2020,"SAV","N","NO","M",0.5,0.5,50,"c(522935.8693",386.176234975457,316.126629054546,70.0496059209108,231.914810504764,163.686850003898,109.354417076422,299.257530968724,"SAV-N",22.6796
8278,"8279","Capture",11,7,2020,"SAV","N","NO","F",0.5,0.5,27,"c(522236.0737",386.176234975457,316.126629054546,70.0496059209108,231.914810504764,163.686850003898,109.354417076422,299.257530968724,"SAV-N",12.246984
